THEM,YOU,CLAUSE,LABEL,PARTY
Contractor,Company,"Upon termination of this Agreement for any reason, Contractor will be (a) paid fees on the basis stated in the Project Assignment(s) and (b) reimbursed only for expenses that are incurred prior to termination of this Agreement and which are either expressly identified in a Project Assignment or approved in advance in writing by an authorized Company manager.  ",,
Contractor,Company,"Contractor agrees to perform, during and after the term of this Agreement, all acts that Company deems necessary or desirable to permit and assist Company, at its expense, in obtaining, perfecting and enforcing the full benefits, enjoyment, rights and title throughout the world in the Company  ",,
Contractor,Company,Contractor will immediately give notice to Company of any unauthorized use or disclosure of the Confidential Information.,,
Contractor,Company,"A disclosure of any Confidential Information by Contractor (i) in response to a valid order by a court or other governmental body or (ii) as otherwise required by law will not be considered to be a breach of this Agreement or a waiver of confidentiality for other purposes; provided, however, that Contractor will provide prompt prior written notice thereof to Company to enable Company to seek a protective order or otherwise prevent such disclosure.  ",,
Contractor,Company,9. Term and Termination.,,
Contractor,Company,"This
effective as of the Effective Date set forth above and will terminate on October 31, 2015 unless terminated earlier as set forth below.",,
Contractor,Company,9.2 Termination by Company.,,
Contractor,Company,"Except during the term of a Project Assignment, Company may terminate this Agreement without cause at any time, with termination effective fifteen (15) days after Company's delivery to Contractor of written notice of termination.",T,Y
Contractor,Company,"Company also may terminate this Agreement (a) immediately upon Contractor's breach of Section 4 (Disclosure and Assignment of Work Resulting from Project Assignments), 5 (Confidentiality) or 10 (Noninterference with Business), or (b) immediately for a material breach by Contractor if Contractor's material breach of any other provision under this Agreement or obligation under a Project Assignment is not cured within ten (10) days",T,Y
Contractor,Company, after the date of Company's written notice of breach.  ,,
Contractor,Company,9.3 Termination by Contractor.,,
Contractor,Company,"Contractor may terminate this Agreement without cause at any time, with termination effective fifteen (15) days after Contractor's delivery to Company of written notice of termination.",T,T
Contractor,Company,Contractor also may terminate this Agreement immediately for a material breach by Company if Company's material breach of any provision of this Agreement is not cured within ten (10) days after the date of Contractor's written notice of breach.,T,T
Contractor,Company,  Effect of Expiration or Termination.,,
Contractor,Company,"Upon expiration or termination of this Agreement, Company will pay Contractor for services performed under this Agreement as set forth in each then pending Project Assignment(s).",,
Contractor,Company,"The definitions contained in this Agreement and the rights and obligations contained in this Section and Sections 4 (Disclosure and Assignment of Work Resulting from Project Assignments), 5 (Confidentiality), 6 (Ownership and Return of Confidential Information and Company Property), 10  (Noninterference with Business) and 11  (General Provisions) will survive any 
termination or expiration of this Agreement.",,
Contractor,Company,10. Noninterference with Business.,,
Contractor,Company,"During this Agreement, and for a period of two (2) years immediately following the termination or expiration of this Agreement, Contractor agrees not to solicit or induce any employee or independent contractor to terminate or breach an employment, contractual or other relationship with Company.",,
Contractor,Company,"Any notice required or permitted by this Agreement will be in writing and will be delivered as follows, with notice deemed given as indicated: (a) by personal delivery, when actually delivered; (b) by overnight courier, upon written verification of receipt; (c) by facsimile transmission, upon acknowledgment of receipt of electronic transmission; or (d) by certified or registered mail, return receipt requested, upon verification of receipt.",,
Contractor,Company,Notice will be sent to the addresses set forth above or to such other address as either party may provide in writing.  ,,
Contractor,Company,11.7 Entire Agreement.,,
Contractor,Company, PROJECT ASSIGNMENT  ,,
Contractor,Company, Tasks and Bugs relating to the development of the mobile application will be assigned to the Consultant.  ,,
Contractor,Company,Services are deemed accepted upon completion unless written notice is given within 5 business days.,,
Contractor,Company,"___ a fixed price for completion of $6,000.",,
Contractor,Company," If either party for any reason terminates this Project Assignment or the Independent Contractor Services Agreement that governs it, fees will be paid based on (CHECK ONE):  ",,
Buyer,Sellers,2.6Adjustment Procedure PAGEREF _Toc252523035 \h 20,,
Buyer,Sellers,3.12No Material Adverse Change PAGEREF _Toc252523048 \h 28,,
Buyer,Sellers,3.23Compliance with the Foreign Corrupt Practices Act and Export Control and Antiboycott Laws PAGEREF _Toc252523059 \h 43,,
Buyer,Sellers,3.25Securities Law Matters PAGEREF _Toc252523061 \h 43,,
Buyer,Sellers,3.26Customers and Suppliers PAGEREF _Toc252523062 \h 43,,
Buyer,Sellers,8.5Governmental Authorizations PAGEREF _Toc252523096 \h 55,,
Buyer,Sellers,8.11Financing PAGEREF _Toc252523102 \h 56,,
Buyer,Sellers,10. Termination PAGEREF _Toc252523111 \h 59,,
Buyer,Sellers,10.2Effect of Termination PAGEREF _Toc252523113 \h 59,,
Buyer,Sellers,12.10No Third-Party Rights PAGEREF _Toc252523135 \h 68,,
Buyer,Sellers, Adjoining Property ,,
Buyer,Sellers,"3.2, 3.17, 5.5, 9.1, 9.2, 10.2, 10.4, 10.6, and 10.7",,
Buyer,Sellers, Closing ,,
Buyer,Sellers, Confidential Information ,,
Buyer,Sellers, Copyrights ,,
Buyer,Sellers, Encumbrance ,,
Buyer,Sellers, End Date ,,
Buyer,Sellers, Equity Security ,,
Buyer,Sellers, Facilities ,,
Buyer,Sellers, Objection Notice ,,
Buyer,Sellers," This Stock Purchase Agreement (""Agreement"") is made as of __________ by __________, a __________ corporation (""Buyer""), and those individuals who have executed the signature page to this Agreement (collectively, ""Sellers"" and individually, a ""Seller""). ",,
Buyer,Sellers," The parties, intending to be legally bound, agree as follows: ",,
Buyer,Sellers," ""Breach""--any breach of, or any inaccuracy in, any representation or warranty or breach of, or failure to perform or comply with, any covenant or obligation in or of the Contract in question, or any event that with the passing of time or the giving of notice, or both, would constitute such a breach, inaccuracy, or failure. ",,
Buyer,Sellers,"""Buyer Group""--as defined in Section 5.1.",,
Buyer,Sellers," ""Cleanup""--all actions to clean up, remove, treat, or in any other way address the presence, Release, or Threat of Release of any Hazardous Material whether or not any expense incurred in connection with such action constitutes a capital expenditure. ",,
Buyer,Sellers,"""Copyrights""--as defined in Section 3.22(a)(iii).",,
Buyer,Sellers,"""End Date""--as defined in Section 10.1(d).",,
Buyer,Sellers," ""Environmental, Health, and Safety Liability""--any Loss, obligation, or other responsibility resulting from or arising under an Environmental Law or an Occupational Safety and Health Law. ",,
Buyer,Sellers, (b)preventing or reducing to acceptable levels the Release of Hazardous Material into the Environment; ,,
Buyer,Sellers," ""Equity Security""--in respect of any Person, (a) any capital stock or similar security, (b) any security convertible into or exchangeable for any security described in clause (a), (c) any option, warrant, or other right to purchase or otherwise acquire any security described in clauses (a), (b), or (c), and (d) any ""equity security"" within the meaning of the Exchange Act. ",,
Buyer,Sellers," ""Facilities""--any real property owned or operated or formerly owned or operated by any Acquired Company and any buildings, plants, structures, or equipment (including motor vehicles, tank cars, and rolling stock) owned or operated or formerly owned or operated by any Acquired Company. ",,
Buyer,Sellers," (b)federal, state, local, municipal, foreign, multinational, or other government; ",,
Buyer,Sellers,"""Interim Balance Sheet Date""--as defined in Section 3.4.",,
Buyer,Sellers,"""Interim Shareholders' Equity""--as defined in Section 2.5(a).",,
Buyer,Sellers,"""Marks""--as defined in Section 3.22(a)(i).",,
Buyer,Sellers,"""Objection Notice""--as defined in Section 2.6(c).",,
Buyer,Sellers," ""Proceeding""--any action, arbitration, mediation, audit, hearing, investigation, litigation, or suit (whether civil, criminal, administrative, judicial, or investigative) commenced, brought, conducted, or heard by or before, or otherwise involving, any Governmental Body or arbitrator. ",,
Buyer,Sellers," ""Release""--any release, spill, emission, leaking, pumping, pouring, dumping, emptying, injection, deposit, disposal, discharge, dispersal, leaching, or migration on or into the Environment, or into or out of any property. ",,
Buyer,Sellers," ""Tax Return""--any return (including any information return), report, statement, schedule, notice, form, declaration, claim for refund, or other document or information filed with or submitted to, or required to be filed with or submitted to, any Governmental Body in connection with the determination, assessment, collection, or payment of any Tax or in connection with the administration, implementation, or enforcement of or compliance with any Legal Requirement relating to any Tax. ",,
Buyer,Sellers," ""Third Party""--a Person that is not an Acquired Company or a party to this Agreement. ",,
Buyer,Sellers," (xiii)a reference to a ""copy"" or ""copies"" of any document, instrument, or agreement means a copy or copies that are complete and correct; and ",,
Buyer,Sellers," (xiv)a reference to a list, or any like compilation (whether in the Disclosure Letter or elsewhere), means that the item referred to is complete and correct. ",,
Buyer,Sellers,"If all conditions set forth in Articles 8 and 9 are not satisfied or waived by __________, subject to Article 10, the Closing will take place upon the earlier of (a) five (5) Business Days following notice given by Buyer stating that all conditions set forth in Articles 8 and 9 have been satisfied or waived (other than conditions to be satisfied on the Closing Date), and (b) the End Date.",,
Buyer,Sellers,"(iv)certificates dated as of a date not more than five (5) days prior to the Closing Date as to the good standing of each Acquired Company [and payment of applicable state Taxes], issued by the appropriate Governmental Body of the jurisdiction of the Acquired Company's organization and each jurisdiction in which the Acquired Company is licensed or qualified to do business as a foreign entity as specified in Part 3.1 of the Disclosure Letter;",,
Buyer,Sellers, (ii)the Promissory Notes; ,,
Buyer,Sellers,"If the Closing Date Shareholders' Equity is less than the Interim Shareholders' Equity, the Adjustment Amount shall be paid by Sellers to Buyer.",,
Buyer,Sellers,"(c)All payments under this Section 2.5 shall be made together with interest at the rate set forth in the Promissory Notes, which interest will begin accruing on the Closing Date and end on the day before the payment is made.",,
Buyer,Sellers,"(c)If within 30 days following delivery of the Closing Balance Sheet and the determination of the Adjustment Amount to Sellers' Representative, Sellers' Representative has not given Buyer notice of an objection as to any amounts set forth on the Closing Balance Sheet or the determination of the Adjustment Amount (which notice shall state in reasonable detail the basis of Sellers' Representative's objections and Sellers' proposed adjustments (the ""Objection Notice"")), the Closing Balance Sheet and the determination of the Adjustment Amount as prepared by Buyer will be final, binding, and conclusive on the parties.",,
Buyer,Sellers,"(d)If Sellers' Representative timely gives Buyer an Objection Notice and if Sellers' Representative and Buyer fail to resolve the issues raised in the Objection Notice within 30 days after giving the Objection Notice, Sellers' Representative and Buyer shall submit the issues remaining in dispute for resolution to [name of individual] in the [location] office of [name of accounting firm] (or, if [name of individual or name of accounting firm] is providing services to Buyer or a Seller or is otherwise unable or unwilling to serve in such capacity, a recognized national or regional independent accounting firm mutually acceptable to Buyer and Sellers' Representative) (the ""Independent Accountants"").",,
Buyer,Sellers,"The Independent Accountants shall be directed to resolve only those issues in dispute and render a written report on their resolution of disputed issues with respect to the Closing Balance Sheet and the resulting Adjustment Amount as promptly as practicable, but no later than 60 days after the date on which the Independent Accountants are engaged.",,
Buyer,Sellers,"Any determination of the Closing Balance Sheet or the Adjustment Amount by the Independent Accountants will not be outside the range established by the amounts in (i) the Closing Balance Sheet and the determination of the Adjustment Amount proposed by Buyer, and (ii) Sellers' Representative's proposed adjustments thereto.",,
Buyer,Sellers,"Such determination will be final, binding, and conclusive on the parties as of the date of the determination notice sent by the Independent Accountants. ",,
Buyer,Sellers,"(b)Except as set forth in Part 3.2(b), neither the execution and delivery of this Agreement nor the consummation or performance of any Contemplated Transaction will, directly or indirectly (with or without notice or lapse of time):",,
Buyer,Sellers," (iii)contravene, conflict with, violate, result in the loss of any benefit to which any Acquired Company is entitled under, or give any Governmental Body the right to revoke, suspend, cancel, terminate, or modify, any Governmental Authorization held by any Acquired Company or that otherwise relates to the business of, or any assets owned or used by, any Acquired Company; ",,
Buyer,Sellers," (iv)cause Buyer or any Acquired Company to become subject to, or to become liable for payment of, any Tax; ",,
Buyer,Sellers," (vi)Breach, or give any Person the right to declare a default or exercise any remedy or to obtain any additional rights under, or to accelerate the maturity or performance of, or payment under, or cancel, terminate, or modify, any Applicable Contract or any Contract to which any Seller or any Acquired Company is a party; ",,
Buyer,Sellers,"(c)Except as set forth in Part 3.2(c), no Seller or Acquired Company is or shall be required to give notice to, or obtain Consent from, any Person in connection with the execution and delivery of this Agreement or the consummation or performance of any Contemplated Transaction.",,
Buyer,Sellers,3.3Capitalization of Company and Subsidiaries,,
Buyer,Sellers,"The Financial Statements (i) fairly present the consolidated financial condition and the results of operations, changes in shareholders' equity, and cash flows of the Company and its Subsidiaries as at the respective dates of, and for the periods referred to in, the Financial Statements, and (ii) were prepared in accordance with GAAP, subject, in the case of the Unaudited Financial Statements, to normal recurring year-end adjustments (the effect of which will not, individually or in the aggregate, be material) and the absence of notes (that, if presented, would not differ materially from those included in the Audited Financial Statements).",,
Buyer,Sellers,"(a)The books of account and other Records of each Acquired Company, all of which have been made available to Buyer, are complete and correct, represent actual, bona fide transactions, and have been maintained in accordance with sound business practices and the requirements of Section 13(b)(2) of the Exchange Act (whether or not any Acquired Company is subject to that Section).",,
Buyer,Sellers," (b)The minute books of each Acquired Company contain complete and correct Records of all meetings held of, and actions taken by written consent of, the holders of voting securities, the board of directors or Persons exercising similar authority, and committees of the board of directors or such Persons of such Acquired Company, and no meeting of any such holders, board of directors, Persons, or committee has been held, and no other action has been taken, for which minutes or other evidence of action have not been prepared and are not contained in such minute books.",,
Buyer,Sellers,Each Acquired Company has at all times maintained complete and correct Records of all issuances and transfers of its Equity Securities.,,
Buyer,Sellers,"(c)The Owned Real Property and the Acquired Companies' interests in the Leased Real Property are owned by the respective Acquired Companies free and clear of all Encumbrances, variances, or limitations of any nature, other than Permitted Encumbrances and as set forth in Part 3.6(c).",,
Buyer,Sellers,"(d)The Acquired Companies own all tangible personal property reflected as owned in the Interim Balance Sheet (other than inventory sold since the Interim Balance Sheet Date in the Ordinary Course of Business), free and clear of all Encumbrances, other than Permitted Encumbrances and as set forth in Part 3.6(d).",,
Buyer,Sellers,Each such register contains a complete and correct list of the fixed assets of the applicable Acquired Company as of the date specified. ,,
Buyer,Sellers,The accounts receivable of each Acquired Company are current and collectible net of the reserve shown on the Interim Balance Sheet (which reserve is adequate and calculated consistent with past practice in the preparation of the Financial Statements).,,
Buyer,Sellers," All inventories of each Acquired Company, whether or not reflected on the Interim Balance Sheet, consist of a quality and quantity usable and, with respect to finished goods, saleable, in the Ordinary Course of Business.",,
Buyer,Sellers,Inventories that were purchased after the Interim Balance Sheet Date were purchased in the Ordinary Course of Business at a cost not exceeding market prices prevailing at the time of purchase for items of similar quality and quantity.,,
Buyer,Sellers, (iii)All Tax Returns filed by (or that include on a consolidated basis) any Acquired Company are complete and correct and comply with applicable Legal Requirements. ,,
Buyer,Sellers,"(iii)Except as set forth in Part 3.11(b), no Tax Return of any Acquired Company is under audit by the IRS or other Governmental Body, and no notice of such an audit has been received by any Acquired Company.",,
Buyer,Sellers,"(vi)Except as set forth in Part 3.11(b), no Encumbrance for Taxes exists with respect to any assets of any Acquired Company, except statutory liens for Taxes not yet due.",,
Buyer,Sellers,"(a)Part 3.13(a) lists each ""employee benefit plan"" as defined by Section 3(3) of ERISA, all specified fringe benefit plans as defined in Section 6039D of the Code, and all other bonus, incentive-compensation, deferred-compensation, profit-sharing, stock-option, stock-appreciation-right, stock-bonus, stock-purchase, employee-stock-ownership, savings, severance, change-in-control, supplemental-unemployment, layoff, salary-continuation, retirement, pension, health, life-insurance, disability, accident, group-insurance, vacation, holiday, sick-leave, fringe-benefit, or welfare plan, and any other employee compensation or benefit plan, policy, practice, or Contract (whether qualified or nonqualified, effective or terminated, written or unwritten) and any trust, escrow, or other Contract related thereto that (i) is maintained or contributed to by any Acquired Company and (ii) provides benefits to, or describes policies or procedures applicable to, any current or former director, officer, employee, or service provider of any Acquired Company, or the dependents of any thereof, regardless of how (or whether) liabilities for the provision of benefits are accrued or assets are acquired or dedicated with respect to the funding thereof (each, an ""Employee Plan"").",,
Buyer,Sellers,"(e)The form of each Employee Plan is in compliance with the applicable terms of ERISA, the Code, and any other applicable Legal Requirement, including the Americans with Disabilities Act of 1990, the Family Medical Leave Act of 1993, and the Health Insurance Portability and Accountability Act of 1996, and each Employee Plan has been operated in compliance with such Legal Requirements and the written Employee Plan documents.",,
Buyer,Sellers,"Neither the execution and delivery of this Agreement nor the consummation or performance of any Contemplated Transaction will, directly or indirectly (with or without notice or lapse of time), result in the assessment of a Tax or penalty under Section 4975 of the Code or Section 502(l) of ERISA or result in a violation of Section 406 of ERISA.",,
Buyer,Sellers," (h)Neither the execution and delivery of this Agreement nor the consummation or performance of any Contemplated Transaction will, directly or indirectly (with or without notice or lapse of time), obligate any Acquired Company to pay any separation, severance, termination, or similar benefit to, or accelerate the time of vesting for, change the time of payment to, or increase the amount of compensation due to, any director, employee, officer, former employee, or former officer of any Acquired Company.",,
Buyer,Sellers," (i)Other than the continuation coverage requirements of COBRA, no Acquired Company has any obligation or potential liability for benefits to employees, former employees, or their dependents following termination of employment or retirement under any Employee Plan. ",,
Buyer,Sellers," (j)Neither the execution and delivery of this Agreement nor the consummation or performance of any Contemplated Transaction will, directly or indirectly (with or without notice or lapse of time), result in an amendment, modification, or termination of any Employee Plan.",,
Buyer,Sellers,"No written or oral representation has been made to any employee or former employee of any Acquired Company promising or guaranteeing any employer payment or funding for the continuation of medical, dental, life, or disability coverage for any period of time beyond the end of the current plan year (except to the extent of coverage required under COBRA).",,
Buyer,Sellers,No written or oral representation has been made to any employee or former employee of any Acquired Company concerning the employee benefits of Buyer. ,,
Buyer,Sellers," (ii)no event has occurred or circumstance exists that (with or without notice or lapse of time) (A) could constitute or result in a violation by any Acquired Company of, or a failure on the part of any Acquired Company to comply with, any Legal Requirement, or (B) could give rise to any obligation on the part of any Acquired Company to undertake, or to bear all or any portion of the cost of, any remedial action; ",,
Buyer,Sellers," (iii)no Acquired Company has received any notice or other communication (whether oral or written) from any Governmental Body or any other Person regarding (A) any actual, alleged, or potential violation of, or failure to comply with, any Legal Requirement, or (B) any actual, alleged, or potential obligation on the part of any Acquired Company to undertake, or to bear all or any portion of the cost of, any remedial action; and ",,
Buyer,Sellers, (iv)no proposed Legal Requirement could have an adverse consequence on any Acquired Company or could require an expenditure of $__________ or more by any Acquired Company to comply with such Legal Requirement. ,,
Buyer,Sellers,"(b)Part 3.14(b) lists each Governmental Authorization that is held by any Acquired Company or that otherwise relates to the business of, or to any assets owned or used by, any Acquired Company.",,
Buyer,Sellers,"(ii)no event has occurred or circumstance exists that could (with or without notice or lapse of time) (A) constitute or result, directly or indirectly, in a violation of, or a failure on the part of any Acquired Company to comply with, any Governmental Authorization listed in Part 3.14(b), or (B) result, directly or indirectly, in the revocation, suspension, cancellation, termination, or modification of any Governmental Authorization;",,
Buyer,Sellers," (iii)no Acquired Company has received any notice or other communication (whether oral or written) from any Governmental Body or any other Person regarding (A) any actual, alleged, or potential violation of, or failure to comply with, any Governmental Authorization, or (B) any actual, proposed, or potential revocation, suspension, cancellation, termination, or modification of any Governmental Authorization; and ",,
Buyer,Sellers,(c)The Governmental Authorizations listed in Part 3.14(b) constitute all Governmental Authorizations necessary to permit each Acquired Company lawfully to continue to conduct its business in the manner in which it conducts such business and to own and use its assets in the manner in which it owns and uses such assets.,,
Buyer,Sellers," (ii)no event has occurred or circumstance exists that could constitute or result in (with or without notice or lapse of time) a violation of, or failure to comply with, any Order to which (A) any Acquired Company, or any assets owned or used by any Acquired Company, is subject, or (B) any Seller is subject that relates to the business of, or any assets owned or used by, any Acquired Company; and ",,
Buyer,Sellers," (iii)no Acquired Company or Seller has, at any time received any notice or other communication (whether oral or written) from any Governmental Body or any other Person regarding any actual, alleged, or potential violation of, or failure to comply with, any Order to which (A) any Acquired Company, or any assets owned or used by any Acquired Company, is subject, or (B) any Seller is subject that relates to the business of, or any assets owned or used by, any Acquired Company. ",,
Buyer,Sellers,3.16Absence of Certain Changes and Events,,
Buyer,Sellers," (e)damage to or destruction or loss of any asset owned or used by any Acquired Company, whether or not covered by insurance; ",,
Buyer,Sellers,"(f)entry into, modification, termination, or expiration of, or receipt of notice of termination of, any Applicable Contract listed in Part 3.17(a);",,
Buyer,Sellers, (xix)relating to any bond or letter of credit; ,,
Buyer,Sellers, (ii)each other Person that has any obligation or liability under any Applicable Contract has been in compliance with such Applicable Contract since the effective date of such Applicable Contract; ,,
Buyer,Sellers," (iii)no event has occurred or circumstance exists that (with or without notice or lapse of time) could result in a Breach of, or give any Acquired Company or other Person the right to declare a default or exercise any remedy under, or accelerate the maturity or performance of or payment under, or cancel, terminate, or modify, any Applicable Contract; ",,
Buyer,Sellers, (iv)no event has occurred or circumstance exists under or by virtue of any Applicable Contract that (with or without notice or lapse of time) would cause the creation of any Encumbrance affecting any assets owned or used by any Acquired Company; and ,,
Buyer,Sellers," (v)no Acquired Company has given to, or received from, any other Person any notice or other communication (whether oral or written) regarding any actual, alleged, or potential Breach of any Applicable Contract. ",,
Buyer,Sellers, (a)Sellers have delivered to Buyer: ,,
Buyer,Sellers," (i)all policies of insurance to which any Acquired Company is a party, an insured, or a beneficiary or that provide coverage to any Seller in such Seller's capacity as a shareholder of the Company, any Acquired Company, or any director, officer, or manager of an Acquired Company in such capacity: ",,
Buyer,Sellers, (A)any refusal of insurance coverage or any notice that a defense will be afforded with reservation of rights; or ,,
Buyer,Sellers, (B)any notice of cancellation or any other indication that any policy of insurance is no longer in full force or effect or will not be renewed or that the issuer of any policy of insurance is not willing or able to perform its obligations thereunder; ,,
Buyer,Sellers, (iv)each Acquired Company has given notice to the insurer of all insured claims; and ,,
Buyer,Sellers," (v)no Acquired Company and no Seller has received any notice of any, and to the Knowledge of Sellers there are no, planned or proposed increases in the premiums or any other adverse change in the terms of any policy of insurance covering any Acquired Company, any Seller in such Seller's capacity as a shareholder of the Company, or any officer, director, or manager of an Acquired Company in his or her capacity as such. ",,
Buyer,Sellers,"No Acquired Company has received any notice that, and no Acquired Company has any reason to believe, based on its incident or claim experience that, its workers' compensation insurance premiums or expenses will increase in the next 12 months, or, if self-insured, that it will not be permitted to continue to self-insure without increase in any related bonds, letters of credit, or other form of financial security.",,
Buyer,Sellers," (b)No Seller or Acquired Company or any other Person for whose conduct any of them is or could be held responsible has received any Order, notice, or other communication (written or oral) relating to any actual, alleged, or potential violation of or failure to comply with any Environmental Law, or any actual or potential Environmental, Health, and Safety Liability. ",,
Buyer,Sellers," (d)No Seller or Acquired Company, or any other Person for whose conduct any of them is or could be held responsible, has any Environmental, Health, and Safety Liability, and no event has occurred or circumstance exists that (with or without notice or lapse of time) could result in any Acquired Company or any other Person for whose conduct any of them is or could be held responsible (i) having any Environmental, Health and Safety Liability or (ii) violating any Environmental Law. ",,
Buyer,Sellers,"(a)Part 3.20(a) lists the following information for each employee of each Acquired Company, including each employee on leave of absence or layoff status:  employer, name, job title, date of hiring, date of commencement of employment, details of leave of absence or layoff, rate of compensation, bonus arrangement, and any change in compensation or bonus since __________, vacation, sick time, and personal leave accrued as of __________, and service credited for purposes of vesting and eligibility to participate under any Employee Plan.",,
Buyer,Sellers,"(c)Except as set forth in Part 3.20(c), to the Knowledge of Sellers, (i) no director, officer, or other key employee of any Acquired Company intends to terminate such Person's employment with such Acquired Company, and (ii) no independent contractor, consultant, or sales agent intends to terminate such Person's arrangement with any Acquired Company.",,
Buyer,Sellers,"(e)Part 3.20(e) states the number of employees terminated or laid off by any Acquired Company since __________, and contains a list of the following information for each employee of an Acquired Company who has been terminated or laid off, or whose hours of work have been reduced by more than 50% by an Acquired Company, in the six months prior to the date of this Agreement:  (i) the date of such termination, layoff, or reduction in hours; (ii) the reason for such termination, layoff, or reduction in hours; and (iii) the location to which the employee was assigned.",,
Buyer,Sellers,"(i)The Intellectual Property Assets owned by each Acquired Company, together with the Intellectual Property Assets licensed by that Acquired Company and listed in Part 3.17(a)(v), are all those used in or necessary for the conduct of the business of such Acquired Company as it is being conducted.",,
Buyer,Sellers," (v)All products made, used, or sold under the Patents have been marked with the proper patent notice. ",,
Buyer,Sellers," (iv)To the Knowledge of Sellers, there is no potentially interfering trademark or trademark application of any Person with respect to any Mark. ",,
Buyer,Sellers," (v)No Mark is or has been infringed or has been challenged and, to the Knowledge of Sellers, no such challenge is threatened.",,
Buyer,Sellers, (vi)All products and materials containing a registered Mark bear the proper federal registration notice where permitted by law. ,,
Buyer,Sellers,(iv)All works encompassed by the Copyrights listed in Part 3.22(e) have been marked with the proper copyright notice.,,
Buyer,Sellers, (f)Trade Secrets ,,
Buyer,Sellers," (iii)No Trade Secret is part of the public knowledge or literature or has been used, divulged, or appropriated either for the benefit of any Person (other than an Acquired Company) or to the detriment of any Acquired Company.",,
Buyer,Sellers,"No Trade Secret is subject to any adverse claim or has been challenged, and, to the Knowledge of Sellers, no such challenge is threatened.",,
Buyer,Sellers,"No Net Name infringes or is alleged to infringe the trademark, copyright, or domain name of any other Person. ",,
Buyer,Sellers,"Except as set forth in Part 3.26, no Major Customer or Major Supplier has given any Acquired Company notice (written or oral) terminating, canceling, reducing the volume under, or renegotiating the pricing terms or any other material terms of any Applicable Contract or relationship with any Acquired Company or threatening to take any of such actions, and, to the Knowledge of Sellers, no Major Customer or Major Supplier intends to do so.",,
Buyer,Sellers,"No product designed, manufactured, sold, leased, licensed, or delivered by any Acquired Company has been recalled, and no Acquired Company has received any notice of recall (written or oral) of any such product from any Governmental Body.",,
Buyer,Sellers,No event has occurred or circumstance exists that (with or without notice or lapse of time) could result in any such liability or recall. ,,
Buyer,Sellers,"(b)Except as set forth in Part 4.2, neither the execution and delivery of this Agreement nor the consummation or performance of any Contemplated Transaction will directly or indirectly (with or without notice or lapse of time):",,
Buyer,Sellers," (iii)Breach, or give any Person the right to declare a default or exercise any remedy or to obtain any additional rights under, or to accelerate the maturity or performance of, or payment under, or to cancel, terminate, or modify, any Contract to which Buyer is a party. ",,
Buyer,Sellers,"(c)Except as set forth in Part 4.2, Buyer is not required to give notice to or obtain Consent from any Person in connection with the execution and delivery of this Agreement or the consummation or performance of any Contemplated Transaction.",,
Buyer,Sellers," Prior to the Closing Date, and upon reasonable notice from Buyer, each Seller shall, and shall cause each Acquired Company to, (a) afford Buyer and its Representatives and prospective lenders and their Representatives (collectively, ""Buyer Group"") full and free access, during regular business hours, to each Acquired Company's personnel, assets, Contracts, and Records, (b) furnish Buyer Group with copies of all such Contracts and Records as Buyer may reasonably request, (c) furnish Buyer Group with such additional financial, operating, and other relevant data and information as Buyer may reasonably request, and (d) otherwise cooperate and assist, to the extent reasonably requested by Buyer, with Buyer's investigation of the business, condition (financial or otherwise), assets, results of operations, or prospects of each Acquired Company.",,
Buyer,Sellers," Prior to the Closing Date, each Seller shall, and shall cause each Acquired Company to: ",,
Buyer,Sellers,"(j)except as required to comply with ERISA or to maintain qualification under Section 401(a) of the Code, not amend, modify, or terminate any Employee Plan and, except as required under the provisions of any Employee Plan, not make any contributions to or with respect to any Employee Plan;",,
Buyer,Sellers,"(l)take no action, or fail to take any reasonable action within its control, as a result of which any of the changes or events listed in Section 3.16 would be likely to occur.",,
Buyer,Sellers,"Each Seller shall, and shall cause each Acquired Company and each of their Related Persons to, cooperate with Buyer, its Related Persons, and their respective Representatives (a) with respect to all filings and notifications that Buyer or its Related Persons elect to make or shall be required by Legal Requirements to make in connection with the Contemplated Transactions, (b) in identifying and obtaining the Governmental Authorizations required by Buyer to own and operate each Acquired Company from and after the Closing Date, and (c) in obtaining all Consents identified in Exhibit 9.4 (including taking all actions requested by Buyer to cause early termination of any applicable waiting period under the HSR Act).",,
Buyer,Sellers," (a)  Prior to the Closing Date, each Seller shall promptly provide notice to Buyer of any Breach of any representation or warranty of Sellers or any fact or circumstance that would or would reasonably be likely to cause or constitute a Breach of any such representation or warranty had that representation or warranty been made as of the time of the occurrence of such fact or circumstance.",,
Buyer,Sellers,"Should any such Breach relate to the Disclosure Letter, each Seller shall promptly deliver to Buyer a supplement to the Disclosure Letter.",,
Buyer,Sellers,No such notice or delivery will be deemed to have cured any Breach of any representation or warranty or affect any right or remedy of Buyer under this Agreement.   ,,
Buyer,Sellers,"(b)  Prior to the Closing Date, each Seller shall promptly provide notice to Buyer of any Breach of any covenant of Sellers in this Article 5 or any fact or circumstance that could make the satisfaction of any condition in Article 8 impossible or unlikely and of all corrective actions undertaken, or to be undertaken, by such Seller with respect thereto.",,
Buyer,Sellers,No such notice will be deemed to have cured any Breach of any covenant or affect any right or remedy of Buyer under this Agreement. ,,
