THEM,YOU,CLAUSE,LABEL,PARTY,
Lender,Borrower,"Borrower has applied to Lender for a non-recourse loan (the “Loan”) in the amount of Eight Million and 00/100 Dollars ($8,000,000.00) and Lender has agreed to make the Loan on the terms and conditions contained herein.",-,,
Lender,Borrower,"NOW, THEREFORE, in consideration of the mutual covenants and agreements herein contained, the parties hereto agree as follows:",-,,
Lender,Borrower,"Affiliated Party: (i) if Borrower or any Affiliated Party is a general or limited partnership, the general partners thereof and any person or entity directly or indirectly controlling any general partner thereof; (ii) if Borrower or any Affiliated Party is a joint venture, its joint venture partners and any person or entity directly or indirectly controlling any joint venture partner thereof; and (iii) if Borrower is a corporation or limited liability company, any person or entity directly or indirectly controlling Borrower.",-,,
Lender,Borrower,"Agreement: This Loan Agreement, as originally executed or as may be hereafter supplemented or amended from time to time in writing.",-,,
Lender,Borrower,"The appraiser shall use assumptions and limiting conditions established by Lender and Borrower, and the appraisal shall be in conformity with Lender’s appraisal guidelines and the requirements of the Application/Commitment.",-,,3rd party
Lender,Borrower,"Building Laws: All federal, state and local laws, statutes, regulations, codes, ordinances, orders, rules and requirements applicable to the development, construction, use, operation, management and maintenance of the Project, including without limitation, all access, building, zoning, planning, subdivision, fire, traffic, safety, health, labor, discrimination, environmental, air quality, wetlands, shoreline, flood plain laws, regulations and ordinances, including, without limitation, all applicable requirements of the Fair Housing Act of 1988, as amended, the Americans with Disabilities Act of 1990, as amended, and all orders or decrees of any court adopted or enacted with respect thereto applicable to the Project, as any of the same may from time to time be amended, modified or supplemented.",-,,
Lender,Borrower,Default Rate: The default interest rate specified in the Note.,-,,
Lender,Borrower," Neither this Agreement, the Note nor any of the other Loan Documents shall be construed to require the payment or permit the collection of any interest or any late payment charge in excess of the maximum rate permitted by law.",-,,
Lender,Borrower,"If any such excess interest or late payment charge is provided for under this Agreement, the Note or any of the other Loan Documents or if this Agreement, the Note or any of the other Loan Documents shall be adjudicated to provide for such excess, Borrower shall not be obligated to pay such excess notwithstanding any other provision of the Loan Documents.",R,Y,no-responsibility
Lender,Borrower,"If Lender shall collect amounts which are deemed to constitute interest and which would increase the effective interest rate to a rate in excess of the maximum rate permitted by applicable law, all such amounts deemed to constitute interest in excess of the maximum legal rate shall, upon such determination, at the option of Lender, be returned to Borrower or credited against the outstanding principal balance of the Loan.",-,,maybe liability?
Lender,Borrower,"[Environmental Indemnity Agreement: The Environmental Indemnity Agreement described in Section 2.2 of this Agreement, executed by Borrower, as originally executed or as may be hereafter supplemented or amended from time to time in writing.",-,,
Lender,Borrower,"Event of Default: Any event which, if it were to continue uncured, would constitute an Event of Default (as such term is defined in Section 7.1 of this Agreement).",-,,
Lender,Borrower,"Permitted Exceptions: The title exceptions, if any, as Lender, or its counsel, may approve in advance in writing.",-,,right
Lender,Borrower,"Subject to all of the terms, provisions and conditions set forth in this Agreement, Lender agrees to make and Borrower agrees to accept the non-recourse Loan described in the Recitals of this Agreement.",-,,
Lender,Borrower,Borrower agrees to pay all indebtedness evidenced and secured by the Loan Documents in accordance with the terms thereof.,-,,warranty ?
Lender,Borrower,"In consideration of Lender’s entry into this Agreement and Lender’s agreement to make the Loan, Borrower agrees that it will, in sufficient time for review by Lender and its counsel prior to the Loan Opening Date, execute and deliver or cause to be executed and delivered to Lender the following documents and instruments in form and substance reasonably acceptable to Lender:",R,Y,
Lender,Borrower,"A non-recourse mortgage note from Borrower payable to the order of Lender in the original principal amount of Eight Million and 00/100 Dollars ($8,000,000.00) Dollars;",-,,
Lender,Borrower,"A first mortgage on the Project securing the Note, subject only to the Permitted Exceptions;",-,,
Lender,Borrower,An assignment to Lender of the termination fee pending re-leasing set forth in the GoFast Lease relating to or connected with the;,-,,
Lender,Borrower,"Uniform Commercial Code financing statements, in duplicate, executed by Borrower as debtor with respect to the security interest mentioned in Section 2.1(c);",-,,
Lender,Borrower,"[An indemnity agreement with respect to certain matters including environmental covenants (the “Environmental Indemnity Agreement”);][Note: As we mentioned in the definition section, we have to confirm the existence of this agreement between the parties]",-,,
Lender,Borrower,A certificate regarding personal property containing certain warranties and representations by Borrower regarding the personal property included in the Project;,-,,
Lender,Borrower,Such other papers and documents as may be required by this Agreement or as Lender may reasonably require.,-,,
Lender,Borrower,"The unpaid principal balance, all accrued and unpaid interest and all other sums due and payable under the Note or other Loan Documents, if not sooner paid, shall be paid in full at Loan Maturity.",-,,
Lender,Borrower,Borrower shall have the right to make prepayments of the Loan in whole or in part in accordance with the terms of the Note.,-,,right
Lender,Borrower,Borrower shall use the proceeds of the Loan solely for the purposes set forth in Exhibit C hereto.,-,,limitation of right
Lender,Borrower,This sources and uses statement must be in substantial accordance with the sources and uses statement attached to the Application/Commitment.,-,,
Lender,Borrower,Borrower further covenants and agrees with Lender as follows:,-,,acknowledgement
Lender,Borrower,"Borrower shall deposit monthly with Lender a sum equal to one-twelfth (1/12th) of the amount estimated by Lender to be required to pay, at least thirty (30) days prior to their respective due dates, annual taxes, assessments, and insurance premiums for the Project (the “Tax and Insurance Escrow Account”).",R,Y,
Lender,Borrower,"On the Loan Opening Date, Borrower shall make an initial deposit with Lender of a sum equal to one-twelfth (1/12th) of the estimated annual property taxes and assessments, and a sum equal to one-twelfth (1/12th) of the estimated annual insurance premiums, multiplied by the number of months elapsed in the respective billing periods.",R,Y,
Lender,Borrower,"For example, if annual taxes and assessments are paid every six (6) months (in June and April) and the Loan Opening Date occurs in March, the initial tax impound would be four-twelfths (4/12ths) of the estimated annual property taxes and assessments. ",-,,
Lender,Borrower,"If at any time while any portion of the Loan is outstanding, GoFast exercises its right to terminate the GoFast Lease early pursuant to Section C3 of Exhibit C thereof, Borrower shall deposit with Lender the “termination fee” paid by GoFat (“Termination Fee”).",R,Y,
Lender,Borrower,"The Termination Fee shall be held by Lender in a segregated account (the “Lease Escrow Account”), with allowance of interest for the benefit of Borrower at a rate equal to Lender’s then current money market rate, as determined by Lender and Borrower and adjusted by Lender from time to time.",R,T,
Lender,Borrower,"Borrower shall execute such documents as Lender, in its reasonable discretion, deems necessary to perfect its security interest in the Lease Escrow Account. ",R,Y,
Lender,Borrower,The Lease Escrow Account is hereby pledged as additional security for the Loan and shall be held to be irrevocably applied for the purposes for which made hereunder and shall not be subject to the direction or control of Borrower.,-,,
Lender,Borrower,"Upon the occurrence of an Event of Default, Borrower hereby authorizes Lender to apply the amounts on deposit in the Lease Escrow Account toward payment of the Loan.",-,,right
Lender,Borrower,"In addition, Lender shall have all of the rights and remedies provided by law and/or by these Loan Documents, including but not limited to all of the rights and remedies of a secured party under the Michigan Uniform Commercial Code.",-,,right
Lender,Borrower,"Borrower shall pay all real estate taxes, assessments and charges of every kind upon the Project before the same become delinquent and shall deliver evidence satisfactory to Lender of such payment within thirty (30) days after the date on which such payment is due.",R,Y,
Lender,Borrower," LISTNUM \l3 Insurance Coverage Requirements: Borrower shall maintain insurance coverage as contained on Exhibit D to the Application/Commitment and as follows, all in forms, with companies and in amounts satisfactory to Lender:",R,Y,
Lender,Borrower,"Borrower agrees to furnish upon Lender’s request evidence of replacement cost, at Lender’s cost, such as is regularly and ordinarily obtained by insurance companies to determine such replacement cost.",R,Y,?
Lender,Borrower,"If a coinsurance clause is in effect, an agreed amount endorsement is required.",-,,
Lender,Borrower,"On all property policies and coverage, Lender must be named as “First Mortgagee” under a standard mortgage clause.",-,,right for Lender of responsibility for Borrower?
Lender,Borrower,"On all liability policies and coverage, Lender must be named as an “Additional Insured.” Lender should be referred to verbatim as follows: AAB Finance, Inc.",-,,same as above ?
Lender,Borrower,"All policies must require the insurance carrier to give Lender a minimum of thirty (30) days notice in the event of modification, cancellation or non-renewal.",-,,
Lender,Borrower,Borrower must provide Lender with a paid insurance agent’s receipt for all current coverage.,R,Y,
Lender,Borrower,"If no such copy is available, Lender will accept a binder for a period not to exceed ninety (90) days.",R,T,
Lender,Borrower,"All binders, certificates of insurance, and original or certified copies of policies must name Borrower as a named insured, or as an additional insured, must include the complete and accurate property address and must bear the original signature of the issuing insurance agent.",-,,
Lender,Borrower,"Borrower shall not take out separate insurance concurrent in form or contributing in the event of loss with that required to be maintained hereunder unless Lender is included thereon under a standard, non-contributory Lender clause reasonably acceptable to Lender.",R,Y,
Lender,Borrower,Borrower shall immediately notify Lender whenever any such separate insurance is taken out and shall promptly deliver to Lender the original policy or policies of such insurance.,R,Y,
Lender,Borrower,"Lender’s Right to Obtain Insurance: Notwithstanding this Section 3.3, in the Event of a Default under this Agreement, Lender shall have the right (but not the obligation) to place and maintain insurance required to be placed and maintained by Borrower hereunder, and use funds on deposit in the Escrow Account for the payment of insurance to pay for same.",-,,right
Lender,Borrower,"Any additional amounts expended therefor shall constitute additional disbursements of Loan proceeds (even if the total amount of disbursements would exceed the face amount of the Note), and shall bear interest from the date expended at the Default Rate and be payable together with such interest upon demand.",-,,
Lender,Borrower,Borrower will not suffer or permit any mechanics’ lien claims to be filed or otherwise asserted against the Project and will promptly discharge the same if any claims for lien or any proceedings for the enforcement thereof are filed or commenced.,L,Y,no-liability
Lender,Borrower,"Borrower shall (i) in a reasonable time, repair, restore or rebuild any Improvements which may become damaged or be destroyed, provided Lender shall provide Borrower with the insurance proceeds awarded in connection with such damage or destruction; and (ii) keep the Improvements in good condition and repair.",R,Y,
Lender,Borrower,"Borrower shall not enter into, modify, amend, waive any provision of, terminate or cancel any lease(s) of space in the Project without the prior written consent of Lender.",R,Y,
Lender,Borrower,"All lessees shall be required, at Lender’s election, to execute estoppel certificates and subordination, non-disturbance and attornment agreements in form and substance satisfactory to Lender.",-,,
Lender,Borrower,"Within thirty (30) days following the end of each year, Borrower shall deliver to Lender a report showing the status of the leasing of space in the Project certified by Borrower.",R,Y,
Lender,Borrower,"Such report shall include information on the amount of space covered by any letters of intent, leases out for execution, and fully executed leases; the rental amount under each lease agreement or proposed lease agreement; the term of each lease agreement; and a summary of any terms which vary from the standard form of lease, if applicable, previously approved by Lender.",-,,
Lender,Borrower,"Borrower shall comply with all applicable Laws of any Governmental Authority having jurisdiction over Borrower or the Project, and shall take all actions necessary to bring the Project into compliance with all applicable Laws, including without limitation all Building Laws (whether now existing or hereafter enacted).",R,Y,
Lender,Borrower,"Without the prior written consent of Lender, Borrower shall not make any material alterations to the Project.",R,Y,
Lender,Borrower,Borrower will reasonably cooperate (and will cause the managing agent to reasonably cooperate) with Lender in arranging for inspections of the Project [from time to time] by Lender and its agents and representatives.,R,Y,
Lender,Borrower,Borrower shall deliver or cause to be delivered to Lender an annual financial statement for Borrower no later than sixty (60) days after the close of each fiscal year.,R,Y,
Lender,Borrower,"If an Event of Default has occurred or Lender believes that previously provided financial statements are inaccurate, the annual statements of Borrower shall be audited by certified public accountants acceptable to Lender and prepared in accordance with generally accepted accounting principles.",-,,
Lender,Borrower,"Additionally, Borrower will:",R,Y,
Lender,Borrower,The notice to Lender shall describe with particularity the Building Law violation and the Borrower’s plan to promptly correct the violation.,-,,
Lender,Borrower,Borrower shall pay all Loan Fees at the times set forth in the Application/Commitment and shall pay all expenses incurred by Lender at the Loan Opening Date and on demand at such subsequent times as Lender may determine including administrative fees and expenses in connection with any modification of any of the terms of the Loan.,R,Y,
Lender,Borrower,Lender may require the payment of such fees and expenses as a condition to the disbursement of the Loan.,-,,right
Lender,Borrower,"To induce Lender to execute this Agreement and perform the obligations of Lender hereunder, Borrower hereby represents and warrants to Lender as follows:",-,,warranty
Lender,Borrower,"To the best of Borrower’s knowledge, (i) no condemnation of any portion of the Project, (ii) no condemnation or relocation of any roadways abutting the Project, and (iii) no denial of access to the Project from any point of access to the Project, has commenced or is contemplated by any Governmental Authority.",-,,
Lender,Borrower,"Lender shall have the right, but not the obligation, to settle insurance claims and condemnation claims or awards that Borrower is prohibited from settling without Lender’s consent as herein provided and if Lender elects not to settle such claim or award then Borrower shall settle such claim or award and such settlement or award shall be subject to Lender’s prior written approval.",-,,right
Lender,Borrower,"Lender shall have the right to assign, transfer, sell, negotiate, pledge or otherwise hypothecate this Agreement and any of its rights and security hereunder, including the Note, Mortgage, and any other Loan Documents.",-,,right
Lender,Borrower,Borrower hereby agrees that all of the rights and remedies of Lender in connection with the interest so assigned shall be enforceable against Borrower by such assignee with the same force and effect and to the same extent as the same would have been enforceable by Lender but for such assignment.,-,,
Lender,Borrower,Borrower agrees that Lender shall have the right to include the Note in a securitized pool of indebtedness without the consent of Borrower.,-,,
Lender,Borrower,"If Borrower, any member of Borrower shall fail to pay on a regular basis its debts or is in default under any agreement with Lender; or",-,,
Lender,Borrower,"Upon the occurrence of any Event of Default, including without limitation the filing, by Borrower, of a voluntary petition under Chapter 11 of the Bankruptcy Code, Lender shall have the right (but not the obligation) to pursue any one or more of the following remedies concurrently or successively, it being the intent hereof that all such remedies shall be cumulative and that no such remedy shall be to the exclusion of any other:",-,,right
Lender,Borrower,"Use and apply any monies deposited by Borrower with Lender, including amounts in the Escrow Account, regardless of the purpose for which the same was deposited, to cure any such default or to apply on account of any indebtedness under this Agreement which is due and owing to Lender; and",-,,
Lender,Borrower,Exercise or pursue any other right or remedy permitted under this Agreement or any of the Loan Documents or conferred upon or available to Lender at law or in equity or otherwise.,-,,
Lender,Borrower,"Upon the declaration of acceleration of this Agreement, Borrower shall deposit all revenues from the operation of the Project into an account held by and pledged to Lender (“Cash Collateral Account”).",R,Y,
Lender,Borrower,Lender shall pay interest on any amounts held on deposit in the Cash Collateral Account.,R,T,
Lender,Borrower,"The captions and headings of various Articles and Sections of this Agreement and Exhibits pertaining hereto are for convenience only and are not to be considered as defining or limiting in any way, the scope or intent of the provisions hereof.",-,,
Lender,Borrower,"This Agreement, the Application/Commitment and the Loan Documents and instruments delivered in connection herewith, as may be amended from time to time in writing, constitute the entire agreement of the parties with respect to the Project and the Loan, and all prior discussions, negotiations and document drafts are merged herein and therein.",-,,
Lender,Borrower,"If there are any inconsistencies between the Application/Commitment and this Agreement or the Loan Documents, the terms contained in this Agreement and the other Loan Documents shall prevail. ",-,,
Lender,Borrower,THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED UNDER THE INTERNAL LAWS (AS OPPOSED TO THE LAWS OF CONFLICTS) OF THE STATE OF MICHIGAN.,J,,
Lender,Borrower,"In the event of any conflict between this Agreement and any of the other Loan Documents, the terms of this Agreement shall govern.",-,,
Lender,Borrower,"This Agreement is made for the sole benefit of Borrower and Lender (and Lender’s successors and assigns and participants, if any), and no other person or persons shall have any benefits, rights or remedies under or by reason of this Agreement, or by reason of any actions taken by Lender pursuant to this Agreement.",-,,
Lender,Borrower,Lender shall not be liable for any debts or claims accruing in favor of any third parties against Borrower or others or against the Project.,L,T,no-liability
Lender,Borrower,"Lender, by making the Loan or taking any action pursuant to any of the Loan Documents, shall not be deemed a partner or a joint venturer with Borrower or fiduciary of Borrower.",L ?,T,no-liability
Lender,Borrower,"If Borrower shall fail to perform in a timely fashion any of Borrower’s covenants, agreements or obligations contained in this Agreement or the Loan Documents, Lender may (but shall not be required to) perform any of such covenants, agreements and obligations.",-,,right
Lender,Borrower,"Any funds advanced by Lender in the exercise of its judgment that the same are needed to protect its security for the Loan are deemed to be obligatory advances hereunder and any amounts expended (whether by disbursement of undisbursed Loan proceeds or otherwise) by Lender in so doing, shall constitute additional indebtedness evidenced and secured by the Note, the Mortgage and the other Loan Documents, shall bear interest from the date expended at the Default Rate and be payable together with such interest upon demand.",-,,
Lender,Borrower,"Definitions contained in this Agreement which identify documents, including the Loan Documents, shall be deemed to include all amendments and supplements to such documents from the date hereof, and all future amendments and supplements thereto entered into from time to time to satisfy the requirements of this Agreement or otherwise with the consent of the Lender.",-,,
Lender,Borrower,Reference to this Agreement contained in any of the foregoing documents shall be deemed to include all amendments and supplements to this Agreement.,-,,
Lender,Borrower,Time is hereby declared to be of the essence of this Agreement and of every part hereof.,-,,
Lender,Borrower,"This Agreement may be executed in any number of counterparts and by different parties hereto in separate counterparts, each of which when so executed shall be deemed to be an original and all of which taken together shall constitute one and the same agreement.",-,,
Lender,Borrower,"If it is determined in any proceedings that Lender has improperly failed to grant its consent or approval, where such consent or approval is required by this Agreement or any other Loan Documents, Borrower’s sole remedy shall be to obtain declaratory relief determining such withholding to have been improper, and for itself and all Affiliated Parties, Borrower hereby waives all claims for damages or set-off against Lender resulting from any withholding of consent or approval by Lender.",L ?,T,no-liability
Lender,Borrower,BORROWER AND LENDER EACH HEREBY WAIVE ANY RIGHT TO A TRIAL BY JURY IN ANY ACTION OR PROCEEDING TO ENFORCE OR DEFEND ANY RIGHTS UNDER THIS AGREEMENT OR ANY OTHER LOAN DOCUMENT OR RELATING THERETO OR ARISING FROM THE LENDING RELATIONSHIP WHICH IS THE SUBJECT OF THIS AGREEMENT AND AGREE THAT ANY SUCH ACTION OR PROCEEDING SHALL BE TRIED BEFORE A COURT AND NOT BEFORE A JURY.,-,,
Lender,Borrower,"Notwithstanding the foregoing, Borrower shall be liable for any Losses (defined below) incurred by Lender with respect to any of the following matters: (i) fraud or intentional or willful misrepresentation by Borrower, or its failure to disclose a material fact; (ii) commission of a criminal act by Borrower which results in a forfeiture of the Real Property; (iii) material physical waste of the Real Property; (iv) failure to pay property or other taxes, assessments or charges (including, without limitation, charges for labor and materials) (other than (x) amounts paid to Lender for taxes, assessments or charges and where Lender elects not to apply such funds toward payment of the taxes, assessments or charges owed or (y) taxes, assessments or charges owed that are contested strictly in accordance with the terms of the Loan Documents) to the extent that the proceeds from the Real Property is sufficient to pay such amount; (v) failure to maintain insurance as required by this Agreement to the extent that the proceeds from the Real Property is sufficient to pay the insurance premiums relating thereto; failure to deliver any insurance or condemnation proceeds or awards or any security deposits received by Borrower to Lender or to otherwise apply such sums as required under the terms of the Loan Documents or any other instrument now or hereafter securing the Loan.",L,Y,
Lender,Borrower,"The term “Losses” as used herein shall mean any and all claims, suits, liabilities (including, without limitation, strict liabilities and any impairment of Lender’s security for the Loan), actions, proceedings, obligations, debts, damages, losses, costs, expenses, fines, penalties, charges, fees, judgments, awards, amounts paid in settlement of whatever kind or nature (including, but not limited to, reasonable legal fees and other costs of defense).",-,,
Lender,Borrower,"IN WITNESS WHEREOF, Borrower and Lender have executed this Agreement as of the day and year first set forth above.",-,,
Service Provider,Customer,The Service Provider must:,R,T,
Service Provider,Customer,"The Service Provider must provide the Services with the skill, care and diligence expected of a professional Service Provider experienced in projects or activities of the type the subject of the Services and must carry out all responsibilities in a thorough, skilful and professional manner and in accordance with recognised and relevant professional standards.",R,T,
Service Provider,Customer,"The Customer acknowledges that in entering into this Agreement, it has relied entirely on its own knowledge and enquiries and has not relied on any warranties or representations made to it by Service Provider and that Service Provider will not be responsible for the omission of any relevant information.",L,T,no-liability
Service Provider,Customer,The Contract Manager will:,-,,3rd party
Service Provider,Customer,The Contract Manager and the Representative will meet at such times reasonably required by the Contract Manager at the Customer’s offices (but not more frequently than monthly unless the parties agree otherwise) at a time agreed between the parties. ,-,,3rd party
Service Provider,Customer,"(a)The Service Provider must ensure that all employees, contractors and agents engaged by it in connection with the performance of the Services:",R,T,
Service Provider,Customer,"(b)In respect of its employees, the Service Provider will pay or comply with relevant industrial awards and/or enterprise contracts, federal and state industrial relations legislation and anti-discrimination legislation.",R,T,
Service Provider,Customer,"Upon receipt of such a notice, the Service Provider must promptly arrange for the removal of the person and their replacement with a person suitable to the Customer.",R,T,conditional
Service Provider,Customer,"The Service Provider's total liability to the Customer in connection with this Agreement (including but not limited to any liability of the Service Provider's employees, agents or contractors) in contract, tort (including negligence) or otherwise for any loss or damage suffered or incurred by the Customer and which is not otherwise excluded, does not exceed the total amount paid by the Customer to the Service Provider under this Agreement.",L ?,T,
Service Provider,Customer,"The Customer releases the Service Provider and each of its employees, contractors and agents from any claim the Customer may have for any amount over that total amount, except where that claim relates to personal injury, property damage or a breach of any provision of this Agreement.",L,T,no-liability
Service Provider,Customer,"the Customer may recover as a debt due from the Service Provider the amount so paid or it may withhold payment for the Services until the Service Provider has complied with its obligations under clauses 12.2, 12.3 and 12.4.",-,,right
Service Provider,Customer,"(d)If the Service Provider fails to provide evidence acceptable to the Customer of the effect or maintenance of the insurances required under this Agreement, the Customer may effect and maintain the insurance and pay such premiums as may be necessary for that purpose.",-,,
Service Provider,Customer,"Subject to proper performance of the Services, the Customer must pay the Service Provider the Fee and the Reimbursable Expenses for the provision of the Services in accordance with this Agreement.",R,Y,
Service Provider,Customer,"(a)the Customer may terminate this Agreement at any time, for any circumstance or reason whatsoever, by giving one month's written notice to the Service Provider. ",T,Y,
Service Provider,Customer,the Customer may immediately terminate this Agreement by written notice to the Service Provider,T,Y,
Service Provider,Customer,then the Customer will be entitled to serve notice in writing to the Service Provider to remedy the breaches in sub-clauses (a) or (b) within such period as specified by the Customer in the notice.,-,,right
Service Provider,Customer,"(a)If this Agreement is terminated the Service Provider must cease performance of the Services upon receipt of the notice of termination and submit to the Customer within 5 days of receipt of that notice, an invoice in the form required by clause 14.2(a) and (b).",R,T,conditional
Service Provider,Customer,(c)The payment referred to in clause 15.4(b) is in full settlement of any claims of the Service Provider for the termination of this Agreement. ,-,,
Service Provider,Customer, The Customer warrants that at the date of this Agreement and at all times during the Term:,-,,warranty
Service Provider,Customer,(a)The Service Provider must not subcontract any part of the Services without the prior written approval of the Customer. ,R,T,
HUB,USER,Impact Hub GmbH – Confidential – Terms of Use for HUBnet Index: 1.,-,,
HUB,USER,Terms Of Use 2.,-,,
HUB,USER,Modification Of These Terms Of Use 3.,-,,
HUB,USER,No Unlawful Or Prohibited Use 4.,-,,
HUB,USER,Use Of Communication Services 5.,-,,
HUB,USER,Limitation Of Liability 6.,-,,
HUB,USER,Materials Provided To HUB Or Posted At HUBnet 7.,-,,
HUB,USER,Exclusion Of Warranties 8.,-,,
HUB,USER,Termination/Access Restriction 9.,-,,
HUB,USER,Electronic Service Provider 10.,-,,
HUB,USER,Account Security 11.,-,,
HUB,USER,Copyright And Trademark Notices 12.,-,,
HUB,USER,"General Terms Of Use AGREEMENT BETWEEN USER AND Impact Hub GmbH (""HUB"" or ""we"").",-,,
HUB,USER,The HUB global information system is comprised of various Web pages and modules operated by HUB.,-,,
HUB,USER,The Premier online platform of the Global Information System is HUBnet (www.hubnet.nationalfield.com).,-,,
HUB,USER,Please read these Terms of Use carefully.,-,,
HUB,USER,"By accessing the Global Information System and any pages hereof, you are indicating that you have read, acknowledge and assent to be bound by these terms and conditions.",-,,
HUB,USER,"If you do not agree to these terms and conditions, do not access the Global Information System.",-,,
HUB,USER,Your attention is drawn to our Privacy Policy which describes how we deal with and protect your personal information.,-,,
HUB,USER,"By accepting this Agreement, you are also acknowledging and agreeing to the use of your data in accordance with that policy.",-,,acknowledgement
HUB,USER,"These Terms of Use, together with the Privacy Policy constitute a legally binding agreement (the ""Agreement"").",-,,
HUB,USER,This Agreement is written and is only available in English.,-,,
HUB,USER,If this Agreement is translated into another language the English version will prevail.,-,,
HUB,USER,"Modification Of These Terms Of Use HUB reserves the right to change the terms, conditions, and notices under which the Global Information System is offered.",-,,right
HUB,USER,We will notify you about significant changes in the way we treat personal information by sending a notice to the primary email address specified in your HUB.net email account or by posting the modified terms on the Global Information System and we advise you to revisit these Terms of Use regularly.,-,,?
HUB,USER,"No Unlawful Or Prohibited Use As a condition of your use of HUBnet, you warrant to Impact Hub GmbH that you will not use HUBnet for any purpose that is unlawful or prohibited by these terms, conditions, and notices.",-,,warranty
HUB,USER,"You may not use the HUBnet in any manner which could damage, disable, overburden, or impair the Global Information System or interfere with any other party's use and enjoyment of the HUBnet.",-,,limitation of right
HUB,USER,You may not obtain or attempt to obtain any materials or information through any means not intentionally made available or provided for through the Global Information System.,-,,limitation of right
HUB,USER,"Use Of Communication Services HUBnet contains open content spaces (wiki), news, groups, teams, classifieds, forums, networking, personal web pages, HUB.net email service, Exchange forms, mass mail, and/or other message or communication facilities designed to enable you to communicate with the public at large or with a group or team (collectively, ""Internal Communication Services"").",-,,
HUB,USER,You agree to use the Internal Communication Services only for purposes that are permitted by these Terms of Use and any applicable laws or regulations in the relevant jurisdictions.,-,,limitation of right
HUB,USER,"In particular, you agree that you will not post any messages or other material using the internal Communication Services which are offensive, indecent or objectionable or which are unrelated to the particular Internal Communication Service.",R ?,Y,
HUB,USER,"By way of example, which is not exhaustive, you agree that when using an Internal Communication Service, you will not: • harm minors in any way; • defame abuse, harass, stalk, threaten or otherwise violate the legal rights (such as rights of privacy and publicity) of others.",R,Y,
HUB,USER,"• publish, post, upload, distribute or disseminate any inappropriate, profane, defamatory, infringing, obscene, indecent or unlawful topic, name, material or information.",-,,
HUB,USER,• upload files that contain software or other material protected by intellectual property laws (or by rights of privacy of publicity) unless own or control the rights thereto or you have satisfied the requirements of any applicable law with regard to such upload or other use.,-,,
HUB,USER,"• upload files that contain viruses, corrupted files, or any other similar software or programs that may damage the operation of another's computer.",-,,
HUB,USER,"• advertise or offer to sell or buy any goods or services for any business purpose, unless such Internal Communication Service specifically allows such messages.",-,,
HUB,USER,"• conduct or forward surveys, contests, and pyramid schemes, promotional schemes against the HUB way or chain letters.",-,,
HUB,USER,• restrict or inhibit any other user from using and enjoying the Internal Communication Services and overall user experience of HUBnet.,-,,
HUB,USER,• violate any code of ethics or other guidelines which may be applicable for any particular section of HUBnet.,-,,
HUB,USER,"• harvest or otherwise collect information about others, including e-mail addresses, without their consent • violate any applicable laws or regulations.",-,,
HUB,USER,"You agree that you are solely responsible for (and that HUB has no responsibility to you or any other third party for) any material that you create, transmit or display on the Internal Communication Services and for the consequences of your actions (including any loss or damage which HUB may suffer) by doing so.",R,Y,
HUB,USER,"You agree that you are solely responsible for (and that HUB has no responsibility to you or any other third party for) any material that you create, transmit or display on the Internal Communication Services and for the consequences of your actions (including any loss or damage which HUB may suffer) by doing so.",R,T,no-responsibility
HUB,USER,"You agree that you are solely responsible for (and that HUB has no responsibility to you or any other third party for) any material that you create, transmit or display on the Internal Communication Services and for the consequences of your actions (including any loss or damage which HUB may suffer) by doing so.",L,Y,
HUB,USER,"HUB reserves the right (but shall have no obligation) to pre-screen, review, modify, refuse, or remove materials posted to a/all Internal Communication Service in its sole discretion.",-,,right
HUB,USER,"Materials uploaded to an Internal Communication Service may be subject to posted limitations on usage, reproduction and/or dissemination.",,,
HUB,USER,You are responsible for adhering to such limitations if you download the materials.,L,Y,
HUB,USER,"HUB reserves the right at all times to disclose any information as necessary to satisfy any applicable law, regulation, legal process or governmental request upon appropriate court order.",-,,right
HUB,USER,HUB will inform members of requests for their data unless it is prohibited from doing so by statute or court order.,R,T,
HUB,USER,Limitation Of Liability Always use caution when giving out any personally identifying information about yourself.,-,,
HUB,USER,"Although we will use reasonable efforts to safeguard the privacy of your information, transmissions on the internet cannot be made absolutely secure.",-,,
HUB,USER,"Accordingly, we assume no responsibility or liability for disclosure of any of your information due to errors in transmission, unauthorised third-party access or other causes beyond our reasonable control.",L,T,no-liability
HUB,USER,Nothing in these Terms of Use shall exclude or limit HUB`s liability for losses which may not be lawfully excluded or limited by applicable law.,L,T,
HUB,USER,"Materials Provided To HUB Or Posted At HUBnet You retain copyright and any other rights you already hold in material, including feedback and suggestions, which you submit, upload, post or display on or through the Internal Communication Service (collectively, your ""Submissions"").",-,,right
HUB,USER,"By submitting, posting or displaying Submissions on or through the Internal Communication Services, you grant to HUB a worldwide, non-exclusive, royalty-free, irrevocable and perpetual licence to utilise the Submissions for the purposes of HUB`s business, including, without limitation, the right to reproduce, edit, reformat, distribute, transmit, and the Submissions.",-,,right
HUB,USER,Material submitted in private groups or messages are not subject to this license.,-,,
HUB,USER,"You agree that HUB may publish anonymised data such as usage statistics, trending topics of conversation or types of data exchanged with external applications in connection with your Submissions.",-,,right
HUB,USER,"You confirm and warrant to HUB that you have the rights, power and authority necessary to grant the above licence.",-,,warranty
