THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
WordStream,you,"WordStream alone (and its licensors, where applicable) shall own all right, title and interest, including all related Intellectual Property Rights, in and to the WordStream Technology, the WordStream Content and the Service and any derivatives, suggestions, ideas, enhancement requests, feedback, recommendations or other information provided by you or any other party relating to the Service, and any aggregated metrics, data and trends compiled by WordStream.",,,,
WordStream,you,"WordStream and its licensors shall have no liability, obligation or responsibility for any such correspondence, purchase or promotion between you and any such third party.",,,,
WordStream,you,The initial charges will be equal to the current price of the chosen edition of the Service at the fee currently in effect.,,,,
WordStream,you,All payments must be made in advance.,,,,
WordStream,you,"Changes to the Service edition will result in an adjustment to your fees, and will be subject to the following: (i) the term for the new fees and new Service edition will be coterminous with the preexisting License Term (either Initial Term or Renewal Term, as the case may be); (ii) Service fees will be the then current, generally applicable license fee; (iii) any fee increase that results from changes made in the middle of a billing month will be charged in full on a pro-rated basis for the portion of the billing month following such change; and (iv) any fee reduction that results from changes made in the middle of a billing month will not take effect until the next billing month and no partial refunds will be given.",,,,
WordStream,you,"WordStream will automatically renew your subscription as described below, and bill your credit card or submit electronic invoices as mutually agreed upon.",,,,
WordStream,you,"The renewal charge will be equal to the Service fee in effect during the prior term, unless WordStream has given you at least 30 days prior written notice of a fee increase, which shall be effective upon renewal and thereafter.",,,,
WordStream,you,Fees for other services will be charged on an as-quoted basis.,,,,
WordStream,you,All invoices and payments to WordStream will be in US $.,,,,
WordStream,you,You will continue to be charged for the Service during any period of suspension.,,,,
WordStream,you,"If you or WordStream initiates termination of this Agreement, you will be obligated to pay the balance due on your account for the applicable Initial Term or Renewal Term, as the case may be, computed in accordance with the Charges and Payment of Fees section above.",,,,
WordStream,you,"For all editions or versions of the product, the "" Initial Term "" will be as you elect during the online subscription process or as otherwise mutually agreed upon in the Order Confirmation.",,,,
WordStream,you,"Upon the expiration of the Initial Term, this Agreement will automatically renew for successive renewal terms equal in duration to the Initial Term (or one year, if the Initial Term is greater than one year) (each, a "" Renewal Term "") at WordStream's then current fees, unless either party gives Sufficient Written Notice.",,,,
WordStream,you,""" Sufficient Written Notice "" will be thirty (30) days prior to the expiration of the Initial Term or applicable Renewal Term, unless otherwise agreed in the Order Confirmation.",,,,
WordStream,you,"Upon any expiration or termination of this Agreement, your rights to use any WordStream URLs shall immediately terminate.",,,,
WordStream,you,"The following sections shall survive any expiration or termination of this Agreement: 1, 3, 4, 5, 7, 9, 10 and 13 23.",,,,
WordStream,you,Any breach of your payment obligations or unauthorized use of the WordStream Technology or Service will be deemed a material breach of this Agreement.,,,,
WordStream,you,WordStream represents and warrants that it will provide the Service in a manner consistent with general industry standards reasonably applicable to the provision thereof and that the Service will perform substantially in accordance with the online WordStream help documentation (as may be updated from time to time) under normal use and circumstances.,,,,
WordStream,you,"In the event the Service fails to perform substantially in accordance with such help documentation, and you promptly notify WordStream, WordStream will modify the Service and/or the documentation so that it conforms.",,,,
WordStream,you,"If as a result of any infringement by the Service (other than as described in the preceding sentence) your use of the Service is enjoined by a court of law, WordStream will either modify the Service to make it non-infringing, acquire a license for you to continue using the Service, or if neither option is possible, refund to you the applicable fees paid by you in advance.",,,,
WordStream,you,"WORDSTREAM AND ITS LICENSORS DO NOT REPRESENT OR WARRANT THAT (A) THE USE OF THE SERVICE WILL BE SECURE, TIMELY, UNINTERRUPTED OR ERROR-FREE OR OPERATE IN COMBINATION WITH ANY OTHER HARDWARE, SOFTWARE, SYSTEM OR DATA, (B) THE SERVICE WILL MEET YOUR REQUIREMENTS OR EXPECTATIONS, (C) ANY STORED DATA WILL BE ACCURATE OR RELIABLE, (D) THE QUALITY OF ANY PRODUCTS, SERVICES, INFORMATION, LEADS OR OTHER MATERIAL PURCHASED OR OBTAINED BY YOU THROUGH THE SERVICE WILL MEET YOUR REQUIREMENTS OR EXPECTATIONS, (E) ERRORS OR DEFECTS WILL BE CORRECTED, OR (F) THE SERVICE OR THE SERVER (S) THAT MAKE THE SERVICE AVAILABLE ARE FREE OF VIRUSES OR OTHER HARMFUL COMPONENTS.",,,,
WordStream,you,"IN NO EVENT SHALL EITHER PARTY AND/OR ITS LICENSORS BE LIABLE TO ANYONE FOR ANY INDIRECT, PUNITIVE, SPECIAL, EXEMPLARY, INCIDENTAL, CONSEQUENTIAL OR OTHER DAMAGES OF ANY TYPE OR KIND (INCLUDING LOSS OF DATA, REVENUE, PROFITS, USE OR OTHER ECONOMIC ADVANTAGE) ARISING OUT OF, OR IN ANY WAY CONNECTED WITH THIS SERVICE, THE WORDSTREAM TECHNOLOGY OR CONTENT, INCLUDING BUT NOT LIMITED TO THE USE OR INABILITY TO USE THE SERVICE, OR FOR ANY CONTENT OBTAINED FROM OR THROUGH THE SERVICE, ANY INTERRUPTION, INACCURACY, ERROR OR OMISSION, REGARDLESS OF CAUSE IN THE CONTENT, EVEN IF THE PARTY FROM WHICH DAMAGES ARE BEING SOUGHT OR SUCH PARTY'S LICENSORS HAVE BEEN PREVIOUSLY ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",,,,
WordStream,you,"You acknowledge and agree that the Service shall not be used, and none of the underlying information, software, or technology may be transferred or otherwise exported or re-exported to countries as to which the United States or any other applicable country maintains an embargo (collectively, "" Embargoed Countries ""), or to or by a national or resident thereof, or any person or entity on the U.S. Department of Treasury's List of Specially Designated Nationals or the U.S. Department of Commerce's Table of Denial Orders (collectively, "" Designated Nationals "").",,,,
WordStream,you,"None of the WordStream Content or Customer Content, nor any information acquired through the use of the Service, is or will be used for nuclear activities, chemical or biological weapons, or missile projects, unless specifically authorized by the United States government and other applicable governmental bodies for such purposes.",,,,
WordStream,you,Such notice shall be deemed to have been given upon the expiration of 48 hours after mailing or posting (if sent by first class mail or pre-paid post) or 12 hours after sending (if sent by email).,,,,
WordStream,you,"You may give notice to WordStream (such notice shall be deemed given when received by WordStream) at any time by any of the following: letter to WordStream delivered by nationally recognized overnight delivery service or first class postage prepaid mail to WordStream, in either case, addressed to the attention of: VP of Finance.",,,,
WordStream,you,Continued use of the Service after any such changes shall constitute your consent to such changes.,,,,
WordStream,you,Any purported assignment in violation of this section shall be void.,,,,
WordStream,you,"In the event that you are being provided with a free trial under this Agreement, all provisions of this Agreement pertaining to warranties by WordStream, indemnification by WordStream, payment obligations and similar shall not apply.",,,,
WordStream,you,"In addition, notifications provided through the Service indicating the remaining number of days in the free trial shall constitute notice of termination.",,,,
WordStream,you,"This Agreement shall be governed by Massachusetts law and controlling United States federal law, without regard to the choice or conflicts of law provisions of any jurisdiction, and any disputes, actions, claims or causes of action arising out of or in connection with this Agreement or the Service shall be subject to the exclusive jurisdiction of the state and federal courts located in Boston, Massachusetts.",,,,
WordStream,you,"No text or information set forth on any other purchase order, preprinted form or document (other than an Order Confirmation, if applicable) shall add to or vary the terms and conditions of this Agreement.",,,,
WordStream,you,"If any provision of this Agreement is held by a court of competent jurisdiction to be invalid or unenforceable, then such provision (s) shall be construed, as nearly as possible, to reflect the intentions of the invalid or unenforceable provision (s), with all other provisions remaining in full force and effect.",,,,
WordStream,you,The failure of WordStream to enforce any right or provision in this Agreement shall not constitute a waiver of such right or provision unless acknowledged and agreed to by WordStream in writing.,,,,
WordStream,you,"As used in this Agreement now or hereafter associated herewith: "" Start Date "" means the earlier of either the date this Agreement is accepted by selecting the "" I Accept "" option presented on the screen after this Agreement is displayed or the date listed as the start date on the Order Confirmation; "" Initial Term "" means the initial period during which you are obligated to pay for the Service equal to the billing frequency selected by you during the subscription process; "" Intellectual Property Rights "" means unpatented inventions, patent applications, patents, design rights, copyrights, trademarks, service marks, trade names, domain name rights, mask work rights, know-how and other trade secret rights, and all other intellectual property rights, derivatives thereof, and forms of protection of a similar nature anywhere in the world; "" License Administrator (s) "" means those Users designated by you who are authorized to purchase licenses online through the Site or by executing written Order Confirmations and to create User accounts and otherwise administer your use of the Service; "" License Term (s) "" means the period (s) during which a specified number of Users are licensed to use the Service pursuant to the Order Confirmation (s); "" Order Confirmation (s) "" means the form evidencing the initial subscription for the Service and any subsequent Order Confirmations submitted online through the Site or in written form, specifying, among other things, the number of Users, if applicable, and other services contracted for, the applicable fees, the billing period, the payment method, and other charges as agreed to between the parties, each such Order Confirmation to be incorporated into and to become a part of this Agreement (in the event of any conflict between the terms of this Agreement and the terms of any such Order Confirmation, the terms of this Agreement shall prevail); "" WordStream "" means WordStream, Inc., a Delaware corporation, having its principal place of business at 177 Huntington Ave., 16th Floor, Boston, MA, 02115, USA; "" WordStream Technology "" means all of WordStream's proprietary technology (including software, hardware, products, processes, algorithms, user interfaces, know-how, techniques, designs and other tangible or intangible technical material or information) made available to you by WordStream in providing the Service; "" Service (s) "" means the specific edition of WordStream's online search engine marketing services, developed, operated, and maintained by WordStream, accessible via http://www.WordStream.com or another designated web site or IP address, and any ancillary online or offline products and services provided to you by WordStream, to which you are being granted access under this Agreement, including without limitation the WordStream Technology, the WordStream Content and any support services agreed to by WordStream; "" User (s) "" means your employees, representatives, consultants, contractors or agents who are authorized to use the Service and have been supplied user identifications and passwords by you (or by WordStream at your request).",,,,
Dell,Customer,""" Customer "" shall include Customer's corporate subsidiaries, as well as corporate parents, affiliates, and other related entities (collectively, "" Affiliates "") approved by Dell to receive Services under this MSA.",,,,
Dell,Customer,"All services provided by Dell under this MSA (the "" Services "") will be described in one or more Service Agreements.",,,,
Dell,Customer,"The MSA and each Service Agreement will be interpreted as a single agreement, independent of each other Service Agreement, so that all of the provisions are given as full effect as possible.",,,,
Dell,Customer,In no event will the description of Services under any Service Agreement be deemed by implication or otherwise to exclude any Services described in this MSA or another Service Agreement.,,,,
Dell,Customer,"In the event of a conflict between the terms of the MSA and a Service Agreement, the terms of these documents will be interpreted according to the following order of precedence: (1) Service Agreements and (2) the MSA.",,,,
Dell,Customer,"All orders for Services must specify Dell's quotation (if any), and reference the Service (s) requested and invoice address.",,,,
Dell,Customer,"By accepting and using the Purchase Codes, Customer acknowledges the validity of an electronic order, which shall be deemed to be a writing for all purposes hereunder, and agrees to be responsible for full payment of any Services ordered using Customer's Purchase Codes.",,,,
Dell,Customer,"The prices charged for Services purchased under this MSA will be Dell's "" then-current "" charges for such services in each geographic region or as quoted by Dell.",,,,
Dell,Customer,"Customer's payment terms will be net thirty (30) days from the date of invoice, subject to continuing credit approval by Dell.",,,,
Dell,Customer,"Customer will pay Dell in US dollars or in the currency of the country in which the Dell affiliate that supplied the Services is domiciled, as invoiced by Dell or an affiliate of Dell.",,,,
Dell,Customer,"In addition, Dell, without waiving any other rights or remedies to which it may be entitled, shall have the right to suspend or terminate the Services until such payment is received and may decide not to accept additional orders from Customer and/or seek collection of all amounts due, including reasonable legal fees and costs of collections.",,,,
Dell,Customer,"Unless otherwise agreed in writing, any Affiliate who submits an order to Dell for Services shall agree to abide by the terms of this MSA.",,,,
Dell,Customer,This Section 2.7 shall not apply to Customers who purchase Services directly from Dell.,,,,
Dell,Customer,"Otherwise, Customer agrees that this MSA, except for the "" Terms of Purchase "" provisions above, shall apply to such Customer's use of the Services notwithstanding anything to the contrary in the End-User Reseller Agreement.",,,,
Dell,Customer,"The MSA will automatically renew on the anniversary of the Effective Date for subsequent one year terms ("" Term "") unless terminated in accordance with Section 4 below.",,,,
Dell,Customer,Each Service Agreement will continue for the,,,,
Dell,Customer,"If Customer renews a Service Agreement by continued use of the Service, Customer will be invoiced in a manner substantially similar to their initial term of Service.",,,,
Dell,Customer,Termination of this MSA for convenience will not terminate any outstanding Service Agreement that provides for a specific term over which the Services are to be provided.,,,,
Dell,Customer,"In such case, this MSA, as incorporated into the Service Agreement, and the Service Agreement that provides for a specific term will remain in effect for the remainder of such term.",,,,
Dell,Customer,"Upon termination of this MSA, all rights and obligations of the parties under this MSA will automatically terminate except for rights of action accruing prior to termination, payment obligations and any obligations that expressly or by implication are intended to survive termination.",,,,
Dell,Customer,Termination of one or more Service Agreements will not terminate this MSA.,,,,
Dell,Customer,"Except as agreed to in writing between Customer and Dell, Third Party Products shall be exclusively subject to terms and conditions between the third party and Customer.",,,,
Dell,Customer,"Except as otherwise specifically agreed to in a Service Agreement, Dell will retain exclusive ownership in all Deliverables created by Dell hereunder and will own all intellectual property rights, title and interest in any ideas, concepts, know how, documentation or techniques developed by Dell under this MSA.",,,,
Dell,Customer,"Dell will retain all intellectual property rights with respect to the processes, tools and software related to the Services.",,,,
Dell,Customer,"Customer will promptly obtain and provide to Dell any required licenses, approvals or consents necessary for Dell's performance of the Services.",,,,
Dell,Customer,"Each party agrees to take the necessary precautions to maintain the confidentiality of Confidential Information by using at least the same degree of care as such party employs with respect to its own Confidential Information of a like-kind nature, but in no case less than a commercially reasonable standard of care to maintain confidentiality, and shall only make such information available to its employees on a "" need-to-know "" basis.",,,,
Dell,Customer,"The foregoing shall not include information, which, (A) was known by one party prior to its receipt from the other or is or becomes public knowledge without the fault of the recipient, (B) is received by the recipient from a source other than a party to this MSA, or (C) a party is required to disclose in response to an order by a court or governmental agency, provided that advance notice of the disclosure is provided to other party.",,,,
Dell,Customer,The obligations with respect to Confidential Information shall continue for three (3) years from the date of disclosure.,,,,
Dell,Customer,"When Services consist of repair of Dell-branded systems, such Services shall be those repair services that are necessary because of any existing defect or a defect occurs in materials or workmanship in the system or in any system component covered by this MSA.",,,,
Dell,Customer,DELL WARRANTS THAT SERVICES WILL BE PERFORMED IN A GOOD AND WORKMANLIKE MANNER.,,,,
Dell,Customer,"THE DELL PARTIES' AGGREGATE LIABILITY (WHETHER IN CONTRACT, TORT OR OTHERWISE) FOR ALLCLAIMS OF LIABILITY ARISING OUT OF, OR IN CONNECTION WITH ANY SERVICE PROVIDED PURSUANT TO THIS MSA SHALL NOT EXCEED THE AMOUNTS PAID BY CUSTOMER  ",,,,
Dell,Customer,"This section states each party's exclusive remedies for any third-party claim or action, and nothing in this MSA or elsewhere will obligate either party to provide any greater indemnity to the other.",,,,
Dell,Customer,"party will have any rights, power or authority to act or create an obligation, express or implied, on behalf of another party except as specified in this MSA.",,,,
Dell,Customer,"No amendment to or modification of this MSA, in whole or in part, will be valid or binding unless it is in writing and executed by authorized representatives of both parties.",,,,
Dell,Customer,"If any provision of this MSA is void or unenforceable, the remainder of this MSA will remain in full force and effect.",,,,
Dell,Customer,Section headings are for reference only and shall not affect the meaning or interpretation of this MSA.,,,,
Dell,Customer,"In such event, however, the delayed party must promptly provide the other party with written notice of the Force Majeure.",,,,
Dell,Customer,Notice to Dell under this MSA must be in writing and sent by postage prepaid first-class mail or receipted courier service to the address below or to such other address (incl.,,,,
Dell,Customer,facsimile or electronic) as specified in writing and will be effective upon receipt.,,,,
Dell,Customer,"THE PARTIES AGREE THAT THE MSA, ANY SALES THERE UNDER, OR ANY CLAIM, DISPUTE OR CONTROVERSY (WHETHER IN CONTRACT, TORT, OR OTHERWISE, WHETHER PREEXISTING, PRESENT OR FUTURE, AND INCLUDING STATUTORY, COMMON LAW, AND EQUITABLE CLAIMS) BETWEEN CUSTOMER AND DELL arising from or relating to the MSA, its interpretation, or the breach, termination or validity thereof, the relationships which result from this agreement or any related purchase SHALL BE GOVERNED BY THE LAWS OF THE STATE OF TEXAS, WITHOUT REGARD TO CONFLICTS OF LAW.",,,,
Dell,Customer,"The parties agree that any and all claims, causes of action or disputes (regardless of theory) arising out of or relating to the MSA shall be brought exclusively in the courts located in Travis County, Texas.",,,,
Dell,Customer,This MSA will be interpreted and construed in accordance with the English language.,,,,
Dell,Customer,"Customer and the Dell Parties will attempt to resolve any claim, or dispute or controversy (whether in contract, tort or otherwise) arising out of or relating to this MSA, Dell's advertising, or any related purchase (a "" Dispute "") through face-to-face negotiation with persons fully authorized to resolve the Dispute or through mediation utilizing a mutually agreeable mediator, rather than through litigation.",,,,
Dell,Customer,The existence or results of any negotiation or mediation will be treated as confidential.,,,,
Dell,Customer,"Notwithstanding the foregoing, either party will have the right to obtain from a court of competent jurisdiction a temporary restraining order, preliminary injunction or other equitable relief to preserve the status quo, prevent irreparable harm, avoid the expiration of any applicable limitations period, or preserve a superior position with respect to other creditors, although the merits of the underlying Dispute will be resolved in accordance with this paragraph.",,,,
Dell,Customer,"In the event the parties are unable to resolve the Dispute within 30 days of notice of the Dispute to the other party, the parties shall be free to pursue all remedies available at law or equity.",,,,
Dell,Customer,"Dell reserves the right to update its MSA at any time, effective upon posting an updated version at www.Dell.com/CMSA; however, Customer's rights and obligations shall be as provided in the version of the MSA executed by Customer or available to Customer at the time of Customer's purchase of Services or, when applicable, Customer's renewal of Services.",,,,
Dell,Customer,"If a signature block is appended hereto, this MSA may be executed in counterparts, each of which shall be deemed an original, but all such counterparts shall together constitute one and the same instrument.",,,,
Blackfoot,Customer,"IF CUSTOMER DOES NOT AGREE TO BE BOUND BY THE TERMS AND CONDITIONS OF THIS AGREEMENT, CUSTOMER MAY NOT, AND SHALL HAVE NO RIGHT TO, USE ANY BLACKFOOT SERVICES.",,,,
Blackfoot,Customer,"By accepting this Agreement, Customer agrees that its use of our Services will be governed by, and in accordance with, the terms and conditions hereof.",,,,
Blackfoot,Customer,All amended terms shall become effective upon Blackfoot posting such amended Agreement on its web site.,,,,
Blackfoot,Customer,The terms and conditions of this Agreement shall apply to each Service Order unless explicitly provided for otherwise in a Service  ,,,,
Blackfoot,Customer,"The initial term of this Agreement shall be as set forth on the Service Order or, if no initial term is set forth on the Service Order, shall be one year from the date the Service Order is executed by Customer.",,,,
Blackfoot,Customer,Customer's initial bill will include all non-recurring and prorated monthly recurring charges for the first month of service.,,,,
Blackfoot,Customer,"Payments received after 30 days from the invoice date shall incur a late payment fee equal to one and one-half percent (1.5%) of the total invoice amount or the maximum amount permitted by law, if less.",,,,
Blackfoot,Customer,Blackfoot personnel shall have access to the Location at all times upon two (2) hours notice to repair or reconfigure the Blackfoot Equipment.,,,,
Blackfoot,Customer,"At the conclusion or termination of this Agreement, Customer will allow Blackfoot to remove the Blackfoot Equipment.",,,,
Blackfoot,Customer,authorities and will be subject to any acceptable usage policies such networks may establish.,,,,
Blackfoot,Customer,Customer will not hold  ,,,,
Blackfoot,Customer,"Customer must at all times conform its use of the Services to Blackfoot's Acceptable Use Policy, Anti-SPAM Policy  ",,,,
Blackfoot,Customer,"If Blackfoot is informed by government authorities or other parties of inappropriate or illegal use of Blackfoot's facilities (including but not limited to the Network) or other networks accessed through Blackfoot, or Blackfoot otherwise learns of such use or has reason to believe such use may be occurring, then Customer will cooperate in any resulting investigation by Blackfoot or government authorities.",,,,
Blackfoot,Customer,Any government determinations will be binding on Customer.,,,,
Blackfoot,Customer,"This includes, without limitation, any use contrary to the Digital Millennium Copyright Act of 1998; Blackfoot reserves the right to remove or refuse to transmit any content provided by or through Customer at the proper request of any third party, and shall have no liability to Customer in connection with such actions.",,,,
Blackfoot,Customer,"Customer may use a third party to meet its obligations under Sections 4 and 7, but shall remain liable to Blackfoot for any actions of such third party.",,,,
Blackfoot,Customer,"No press release, publication or public announcement related to theAgreement shall be issued or made without the prior written approval of both parties, provided, however that Blackfoot may issue a press release naming Customer as a customer upon the launch of the services provided hereby.",,,,
Blackfoot,Customer,"Customer will not reverse engineer, copy or modify Blackfoot Property in any way.",,,,
Blackfoot,Customer,Customer agrees that it will only have access to Hosting Services as provided in the Policies.,,,,
Blackfoot,Customer,Customer acknowledges and agrees that Blackfoot and its designees shall at all times have access to the Customer Property to perform the Hosting Services and as otherwise determined by Blackfoot.,,,,
Blackfoot,Customer,"Upon termination of this Agreement: (a) Blackfoot will immediately cease providing the Services; (b) any and all payment obligations of Customer under this Agreement will become due immediately including, but not limited to, payments set forth in Section 11 (c) within thirty (30) days after such expiration or termination, each party will either return or certify to the destruction of all Confidential Information of the other party in its possession at the time of expiration or termination and will not make or retain any copies of such Confidential Information except as required to comply with any applicable legal or accounting record keeping requirement; (d) Customer will permit Blackfoot to remove from its premises all Blackfoot Equipment within ten (10) days of Blackfoot's request; and (e) Blackfoot will return any Customer Property in its possession within ten  ",,,,
Blackfoot,Customer,"The following provisions will survive any expiration or termination of the Agreement: Sections 3, 4 (until all Blackfoot Equipment is removed from Customer's designated location) 6, 12, 13, 14.3, 14.4, 15, 16 & 17.",,,,
Blackfoot,Customer,"13. CONFIDENTIAL INFORMATION: Each party acknowledges that it will have access to certain confidential information of the other party concerning other party's business, plans, customers, technology, and products, including the terms and conditions of this Agreement ("" Confidential Information "").",,,,
Blackfoot,Customer,"Confidential Information will include, but not be limited to, each party's proprietary software and customer information.",,,,
Blackfoot,Customer,"Each party agrees that it will not use in any way, for its own account or the account of any third party, except as expressly permitted by this Agreement, nor disclose to any third party (except as required by law or to that party's attorneys, accountants and other advisors as reasonably necessary), any of the other party's Confidential Information and will take reasonable precautions to protect the confidentiality of such information.",,,,
Blackfoot,Customer,"Information will not be deemed Confidential Information hereunder if such information: (i) is known to the receiving party prior to receipt from the disclosing party directly or indirectly from a source other than one having an obligation of confidentiality to the disclosing party; (ii) becomes known (independently of disclosure by the disclosing party) to the receiving party directly or indirectly from a source other than one having an obligation of confidentiality to the disclosing party; (iii) becomes publicly known or otherwise ceases to be secret or confidential, except through a breach of this Agreement by the receiving party; (iv) is independently developed by the receiving party; or (v) is required to be released by law or regulation, provided that the receiving party provide prompt written notice to the disclosing party of such impending release, and the releasing party cooperate fully with the disclosing party to minimize such release.",,,,
Blackfoot,Customer,"forth in Sections 8 and 10.1, nothing in this Agreement shall be construed as the grant of any license, either express ",,,,
Blackfoot,Customer,Blackfoot warrants that it will use its commercially reasonable efforts to provide the Services hereunder.,,,,
Blackfoot,Customer,"Blackfoot warrants that the Managed Network Services, Voice-over-IP Services and any Professional Services performed will be done in a good and professional manner by employees or agents of Blackfoot having a level of skill commensurate with the requirements of this Agreement.",,,,
Blackfoot,Customer,"Customer's sole remedy, and Blackfoot's entire liability, for breach of the foregoing will be to either, repair the work done, or, if repair is, in Blackfoot's sole opinion, impractical, to refund the fees paid for such services.",,,,
Blackfoot,Customer,"Although Blackfoot will use commercially reasonable efforts to take actions it deems appropriate to remedy and avoid such events, Blackfoot cannot guarantee that they will not occur.",,,,
Blackfoot,Customer,"Customer represents and warrants that (i) it has the legal right and authority, and will continue to own or maintain the legal right and authority, during the term of this Agreement, to provide and use (itself and through Blackfoot) any Customer Property, or other content provided by Customer, in conjunction with the Services; and (ii) the performance of its obligations and use of the Services (by Customer, its customers and users) will not violate any applicable laws (including but not limited to laws related to spamming, spoofing, privacy, obscenity, or defamation), regulations or the Policies or cause a breach of any agreements with any third parties or unreasonably interfere with other Blackfoot customers' use of the Services.",,,,
Blackfoot,Customer,"WITHOUT LIMITING THE FOREGOING, EXCEPT AS PROVIDED IN SECTION 16, BLACKFOOT'S LIABILITY TO CUSTOMER FOR ANY LOSS RELATING TO OR ARISING FROM THIS AGREEMENT SHALL NOT EXCEED IN TOTAL THE AMOUNT THAT BLACKFOOT HAS BEEN PAID BY CUSTOMER FOR THE TWELVE (12) MONTH PERIOD PRIOR TO THE EVENT OR EVENTS GIVING RISE TO SUCH LIABILITY.",,,,
Blackfoot,Customer,"The foregoing indemnities shall be subject to the indemnified party providing the indemnifying party with: (a) prompt written notice of each covered claim of which it becomes aware, and (b) sole right of defense and settlement of any covered claim.",,,,
Blackfoot,Customer,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of Montana without regard to any conflicts of law provisions.",,,,
Blackfoot,Customer,"17.6 Severability:If any provision of this Agreement shall be held by a court of competent jurisdiction to be illegal or unenforceable, the remaining provisions of the Agreement shall remain in full force and effect.",,,,
Blackfoot,Customer,"Such notice will be deemed to have been given as of the date it is delivered, or five (5) days after mailed or sent, whichever is earlier.",,,,
Blackfoot,Customer,All disputes related to or arising out of or pursuant to this Agreement shall first be submitted to informal resolution by the parties.,,,,
Blackfoot,Customer,"If such dispute cannot be resolved by informal means then such dispute shall be submitted to binding arbitration under the Commercial Arbitration Rules of the American Arbitration Association ("" AAA "").",,,,
Blackfoot,Customer,"One arbitrator shall be mutually agreed upon by the Parties, and all fees, costs, and related expenses shall be equally divided between the Parties.",,,,
Blackfoot,Customer,"Should the Parties be unable to mutually agree upon one arbitrator, the arbitrator shall be selected in accordance with the then current rules of the AAA.",,,,
Blackfoot,Customer,The arbitrator's decision shall be final and binding and any award may be enforced in any court of competent jurisdiction.,,,,
Blackfoot,Customer,Each party shall make no representations to the contrary to any third party.,,,,
Blackfoot,Customer,"Solicitation of Personnel: During the term of this Agreement, and for a period of one (1) year thereafter, Customer will not directly or indirectly solicit the employees of Blackfoot without the prior written consent of Blackfoot.",,,,
Blackfoot,Customer,The parties agree that the limitations and exclusions of liability and disclaimers specified in this Agreement will survive and apply even if this Agreement is found to have failed of their essential purpose,,,,
Blackfoot,Customer,A. Customer equipment and facilities that will be required to access the Blackfoot Broadband Services include:,,,,
Blackfoot,Customer,B. Customer equipment and facilities that will be required to access the Blackfoot Voice-Over-IP Services include:,,,,
Blackfoot,Customer,10. Any configuration/management tasks not specifically listed above will be result in hourly (1 hour minimum) Professional Services fees or an automatic upgrade to Advanced Router/VPN Management Services.,,,,
Blackfoot,Customer,12. Any configuration/management tasks not specifically listed above will result in hourly (1 hour minimum)  ,,,,
Blackfoot,Customer,"l) ''Credit Threshold''means the maximum (or minimum) admissible value for a Service Level measure, exceeding which Credit Threshold value will cause Service Credits to be recognized to Customer.",,,,
Blackfoot,Customer,"Unless otherwise specified in advance by Blackfoot, Scheduled Maintenance shall be undertaken only on Sunday mornings between the hours of 12:00 AM and 6:00 AM Local Time, on Tuesday morning between the hours of 12:00 AM and 5:00 AM Local Time, and on Thursday morning between the hours of 12:00 AM and 5:00 AM Local Time.",,,,
Blackfoot,Customer,Blackfoot guarantees Broadband Outages will not  ,,,,
Blackfoot,Customer,Blackfoot guarantees VoIP Outages will not exceed the following Credit Thresholds:  ,,,,
Blackfoot,Customer,"During the term of Blackfoot's Services, One (1) Service Credit per each hour of Hosting Outage Blackfoot guarantees Hosting Outages will not exceed (i) an aggregate of four (4) hours per month or (ii) four (4) instances of over each monthly service period.",,,,
Blackfoot,Customer,"During the term of Blackfoot's Services, Blackfoot guarantees Application Outages will not exceed an aggregate of four (4) hours per monthly service period.",,,,
Blackfoot,Customer,"During the term of Blackfoot's Services, Blackfoot guarantees Broadband Outages will not exceed the following Credit Threshold: (i) an aggregate of four (4) hours per month or (ii) four (4) instances of Broadband Outages over each monthly Service period for all sites.",,,,
Blackfoot,Customer,"By way of example, if Customer experiences one (1) instance of Broadband Outage on an On-net site which lasts five (5) hours, Customer will be entitled to one (1) Service Credit.",,,,
Blackfoot,Customer,"five (5) instances of Broadband Outage, each of which last longer than fifteen (15) minutes, Customer will be entitled to one (1) Service Credit.",,,,
Blackfoot,Customer,The maximum number of Service Credits that may be credited for any reason to Customer will be seven (7) Service Credits in any one Service month.,,,,
Blackfoot,Customer,A Service Credit shall be applied only to the Monthly Services Fee invoice  ,,,,
Blackfoot,Customer,"In no event shall Customer be provided a Service Credit in cash, refund, or any other form other than a credit against Monthly Services Fees.",,,,
Blackfoot,Customer,Such termination will be effective ninety (90) days after receipt of written notice by Blackfoot.,,,,
Blackfoot,Customer,A list of Supported Products will be Included in each Service Order.,,,,
Blackfoot,Customer,2. Services Provided; Description of Services:Blackfoot will make commercially reasonable efforts to provide the Managed Network Services via SNMP set forth on any Service Order for all Supported Products.,,,,
Blackfoot,Customer,"Any changes will become effective 45 days after receipt of such notice by Blackfoot, along with any additional payments due, provided, however, that the monthly fee payable shall not decrease more than 10% during such Term.",,,,
Blackfoot,Customer,"Unless otherwise noted, each of the Services provided below shall be available to Customer 24 hours a day, 365 days a year.",,,,
Blackfoot,Customer,Blackfoot will make commercially reasonable efforts to provide the Voice-Over-IP services set forth on any Service Order and as described more fully here below:,,,,
